age,workclass,fnlwgt,education,education.num,marital.status,occupation,relationship,race,sex,capital.gain,capital.loss,hours.per.week,native.country,income
55,Self-emp-not-inc,213487,HS-grad,13,Married-civ-spouse,Handlers-cleaners,Other-relative,White,Male,0,0,45,Greece,>50K
19,Private,247448,Bachelors,8,Never-married,Handlers-cleaners,Own-child,White,Male,2,0,41,United-States,<=50K
52,Private,346298,HS-grad,10,Married-civ-spouse,Adm-clerical,Husband,White,Male,16364,0,35,United-States,<=50K
48,Private,139282,Bachelors,9,Separated,Exec-managerial,Wife,White,Female,98639,0,36,United-States,<=50K
24,Self-emp-inc,71548,HS-grad,10,Married-civ-spouse,Craft-repair,Not-in-family,White,Male,0,0,42,United-States,<=50K
49,Private,82512,HS-grad,11,Divorced,Sales,Own-child,White,Male,0,0,61,United-States,<=50K
41,Private,288912,Some-college,7,Never-married,Craft-repair,Own-child,White,Male,0,0,43,United-States,>50K
20,Private,108476,Bachelors,11,Never-married,Sales,Not-in-family,White,Male,91,0,23,United-States,<=50K
33,Private,238869,Some-college,10,Never-married,Prof-specialty,Not-in-family,White,Male,67185,4356,67,United-States,>50K
48,Self-emp-not-inc,200266,Bachelors,6,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,4356,47,United-States,<=50K
49,Private,153783,Assoc-voc,9,Married-civ-spouse,Other-service,Husband,White,Male,224,4356,43,United-States,<=50K
24,Private,343183,HS-grad,10,Never-married,Craft-repair,Husband,White,Female,0,0,21,United-States,<=50K
47,Private,196459,HS-grad,8,Married-civ-spouse,Sales,Husband,White,Male,0,0,37,United-States,<=50K
30,Private,295609,HS-grad,9,Married-civ-spouse,Handlers-cleaners,Unmarried,White,Male,0,4356,33,Haiti,>50K
37,Private,250706,HS-grad,8,Married-civ-spouse,Sales,Husband,White,Male,9184,4356,52,United-States,>50K
40,Private,80759,Bachelors,10,Never-married,Prof-specialty,Not-in-family,White,Male,0,4356,35,United-States,>50K
45,Private,302413,Preschool,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,4070,43,Puerto-Rico,>50K
19,Private,383663,HS-grad,7,Divorced,Handlers-cleaners,Unmarried,White,Female,0,0,36,United-States,<=50K
43,Private,143113,7th-8th,9,Married-civ-spouse,Machine-op-inspct,Not-in-family,White,Male,0,0,50,United-States,<=50K
28,Private,93302,7th-8th,13,Never-married,Sales,Own-child,White,Male,10517,0,49,United-States,<=50K
30,Private,188494,Some-college,7,Married-civ-spouse,Prof-specialty,Husband,White,Male,799,4350,45,United-States,<=50K
39,Self-emp-not-inc,284760,HS-grad,12,Separated,Handlers-cleaners,Husband,Asian-Pac-Islander,Male,44742,759,53,United-States,<=50K
46,Private,157155,HS-grad,10,Never-married,Sales,Own-child,White,Male,7,0,42,United-States,<=50K
51,State-gov,261981,Some-college,10,Married-civ-spouse,Adm-clerical,Other-relative,White,Male,0,0,56,United-States,<=50K
74,Federal-gov,170846,Bachelors,11,Married-civ-spouse,Craft-repair,Husband,White,Male,4067,5,42,United-States,>50K
49,Self-emp-not-inc,165878,HS-grad,9,Married-civ-spouse,Sales,Husband,White,Male,1474,0,21,United-States,<=50K
43,Private,174815,Some-college,6,Married-civ-spouse,Other-service,Not-in-family,White,Male,8781,4350,54,Mexico,<=50K
41,Private,220382,Prof-school,10,Married-civ-spouse,Sales,Husband,White,Female,2274,0,60,United-States,<=50K
45,Local-gov,67032,Bachelors,11,Never-married,Exec-managerial,Husband,White,Male,48680,0,48,United-States,<=50K
33,State-gov,196424,Bachelors,12,Never-married,Other-service,Not-in-family,White,Male,490,0,56,United-States,>50K
20,Private,88432,Some-college,11,Never-married,Transport-moving,Husband,White,Female,0,1,42,United-States,<=50K
36,Private,117480,Bachelors,13,Divorced,Prof-specialty,Not-in-family,White,Female,1079,0,48,United-States,<=50K
44,Private,199629,Assoc-voc,10,Married-civ-spouse,Prof-specialty,Husband,White,Male,18808,0,53,United-States,>50K
37,Private,95474,11th,12,Married-civ-spouse,Machine-op-inspct,Husband,White,Female,0,4355,36,United-States,<=50K
25,Private,95046,HS-grad,16,Divorced,Farming-fishing,Husband,Black,Male,5871,0,47,United-States,>50K
54,Private,69347,7th-8th,11,Married-civ-spouse,Craft-repair,Unmarried,White,Male,212,0,62,United-States,<=50K
35,Local-gov,208549,HS-grad,9,Married-civ-spouse,Sales,Not-in-family,White,Male,13770,0,29,United-States,<=50K
28,Private,371121,Some-college,5,Divorced,Adm-clerical,Own-child,White,Male,3416,0,35,Thailand,<=50K
29,Private,157376,Some-college,13,Married-civ-spouse,Sales,Other-relative,White,Male,131,0,50,United-States,>50K
44,Private,169171,Doctorate,11,Married-civ-spouse,Machine-op-inspct,Other-relative,Black,Female,3,0,37,United-States,<=50K
28,Private,650352,12th,12,Never-married,Adm-clerical,Own-child,White,Male,0,0,40,United-States,<=50K
27,Private,189383,HS-grad,11,Never-married,Craft-repair,Own-child,Black,Male,8841,0,39,United-States,<=50K
25,Private,335495,Masters,11,Never-married,Transport-moving,Not-in-family,White,Female,34,0,35,United-States,<=50K
39,Private,147691,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,White,Female,0,0,50,United-States,<=50K
56,Private,129285,5th-6th,14,Married-civ-spouse,Other-service,Unmarried,White,Male,3345,0,53,United-States,>50K
59,Private,185501,11th,11,Divorced,Sales,Husband,White,Male,0,0,62,United-States,<=50K
27,Federal-gov,242141,Some-college,12,Married-civ-spouse,Prof-specialty,Husband,Black,Female,3379,1588,41,United-States,<=50K
25,Private,224998,10th,10,Divorced,Tech-support,Husband,Black,Female,441,0,40,United-States,>50K
58,Private,14878,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,38,United-States,<=50K
33,Private,208048,HS-grad,14,Never-married,Craft-repair,Own-child,Amer-Indian-Eskimo,Male,0,0,32,United-States,<=50K
64,Private,124396,Bachelors,15,Married-civ-spouse,Other-service,Wife,White,Female,32445,0,55,Italy,>50K
48,Private,111149,11th,6,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,54,United-States,<=50K
32,Private,287061,HS-grad,13,Divorced,Adm-clerical,Not-in-family,White,Female,1892,0,27,United-States,>50K
64,Private,94904,HS-grad,10,Married-civ-spouse,Adm-clerical,Husband,White,Male,4941,0,51,United-States,>50K
41,Private,126428,HS-grad,12,Married-civ-spouse,Sales,Husband,White,Female,241,0,47,United-States,<=50K
48,Private,108088,HS-grad,12,Married-civ-spouse,Prof-specialty,Husband,White,Male,509,0,62,United-States,<=50K
26,Self-emp-not-inc,214077,HS-grad,11,Never-married,Craft-repair,Own-child,White,Male,1001,0,46,United-States,<=50K
32,Private,154972,10th,10,Married-civ-spouse,Craft-repair,Unmarried,White,Male,1328,0,49,United-States,<=50K
40,Self-emp-inc,168217,1st-4th,9,Widowed,Sales,Husband,White,Male,27,0,60,United-States,>50K
17,Private,181432,HS-grad,7,Never-married,Exec-managerial,Husband,Asian-Pac-Islander,Female,0,0,44,United-States,<=50K
46,Local-gov,131953,Some-college,5,Married-civ-spouse,Sales,Husband,White,Female,0,0,32,United-States,<=50K
29,Self-emp-not-inc,365210,HS-grad,11,Never-married,Tech-support,Not-in-family,White,Male,4072,0,53,Jamaica,<=50K
59,Private,199414,HS-grad,16,Married-civ-spouse,Other-service,Own-child,White,Female,0,0,39,United-States,<=50K
52,Private,331998,Some-college,11,Separated,Craft-repair,Unmarried,White,Female,0,0,51,United-States,>50K
32,Private,104883,Assoc-acdm,7,Never-married,Tech-support,Husband,White,Female,0,0,33,United-States,<=50K
24,Self-emp-not-inc,39999,Bachelors,9,Married-civ-spouse,Adm-clerical,Own-child,White,Male,5,0,55,United-States,>50K
38,Self-emp-not-inc,293574,Bachelors,11,Married-civ-spouse,Other-service,Wife,White,Female,0,0,56,United-States,>50K
31,Self-emp-inc,36517,Doctorate,9,Divorced,Craft-repair,Not-in-family,White,Female,0,0,36,United-States,<=50K
32,Private,161200,Some-college,13,Never-married,Priv-house-serv,Husband,White,Male,0,22,42,United-States,<=50K
38,Private,207780,Masters,8,Married-civ-spouse,Prof-specialty,Husband,White,Male,9,4350,56,United-States,>50K
26,Private,55756,HS-grad,10,Divorced,Handlers-cleaners,Own-child,White,Male,0,0,40,United-States,<=50K
24,Private,282611,Masters,8,Never-married,Exec-managerial,Not-in-family,White,Female,0,0,33,United-States,<=50K
19,Private,252126,Bachelors,7,Married-civ-spouse,Tech-support,Wife,White,Male,0,4356,52,United-States,<=50K
35,Private,151374,HS-grad,8,Married-civ-spouse,Exec-managerial,Not-in-family,White,Female,0,0,23,United-States,<=50K
44,Federal-gov,86341,Bachelors,10,Married-civ-spouse,Prof-specialty,Husband,White,Male,406,4183,27,United-States,<=50K
37,Private,126688,10th,11,Married-civ-spouse,Sales,Not-in-family,Black,Female,20941,4356,27,United-States,<=50K
19,State-gov,333406,HS-grad,12,Never-married,Craft-repair,Own-child,White,Male,274,0,47,United-States,<=50K
43,Private,280334,HS-grad,8,Married-civ-spouse,Exec-managerial,Not-in-family,White,Male,1,0,60,United-States,<=50K
48,Local-gov,84534,Some-college,11,Married-civ-spouse,Exec-managerial,Husband,White,Male,547,0,47,Germany,<=50K
27,Private,144662,Bachelors,12,Married-civ-spouse,Craft-repair,Own-child,Asian-Pac-Islander,Male,957,0,46,Dominican-Republic,<=50K
35,Private,317149,Some-college,13,Married-civ-spouse,Adm-clerical,Husband,White,Female,0,0,32,United-States,<=50K
29,Private,213694,Some-college,12,Never-married,Sales,Husband,White,Female,0,0,17,United-States,<=50K
39,Private,63479,HS-grad,7,Married-civ-spouse,Protective-serv,Husband,White,Male,51,0,64,United-States,<=50K
23,Private,407177,Assoc-voc,12,Divorced,Transport-moving,Not-in-family,White,Male,0,0,20,Haiti,<=50K
60,Private,112619,Assoc-voc,15,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,1057,47,United-States,>50K
44,Private,208362,Doctorate,12,Married-civ-spouse,Adm-clerical,Husband,White,Male,22,0,64,United-States,>50K
32,Private,121537,HS-grad,10,Married-civ-spouse,Protective-serv,Own-child,White,Female,0,0,31,Puerto-Rico,>50K
40,Private,227294,Some-college,9,Married-civ-spouse,Tech-support,Husband,Asian-Pac-Islander,Male,0,0,54,United-States,<=50K
37,Private,150750,HS-grad,11,Married-civ-spouse,Exec-managerial,Husband,White,Female,8012,0,40,United-States,<=50K
24,Local-gov,237877,7th-8th,10,Never-married,Prof-specialty,Unmarried,Black,Female,0,0,14,United-States,<=50K
53,Self-emp-not-inc,211088,Some-college,9,Separated,Adm-clerical,Not-in-family,White,Male,3091,0,41,United-States,<=50K
51,Private,288627,7th-8th,14,Divorced,Craft-repair,Husband,White,Female,519,0,42,United-States,<=50K
26,Private,178567,HS-grad,11,Married-civ-spouse,Other-service,Own-child,White,Male,234,0,49,United-States,>50K
47,Private,292940,HS-grad,12,Divorced,Exec-managerial,Not-in-family,White,Male,0,0,39,United-States,>50K
25,Private,225869,HS-grad,10,Married-civ-spouse,Other-service,Not-in-family,White,Female,5412,0,53,United-States,<=50K
49,Self-emp-inc,154750,Some-college,7,Married-civ-spouse,Exec-managerial,Husband,White,Female,97,87,27,United-States,<=50K
34,Self-emp-not-inc,433834,Some-college,7,Divorced,Transport-moving,Not-in-family,White,Female,0,0,31,United-States,<=50K
58,Self-emp-not-inc,45000,HS-grad,13,Never-married,Sales,Not-in-family,White,Female,0,0,24,United-States,<=50K
48,Self-emp-inc,151361,HS-grad,14,Divorced,Farming-fishing,Husband,White,Female,0,0,56,United-States,<=50K
48,Private,121306,Bachelors,10,Married-civ-spouse,Transport-moving,Not-in-family,White,Male,0,0,35,United-States,<=50K
39,Private,227358,10th,10,Married-civ-spouse,Prof-specialty,Husband,White,Male,6554,2564,36,United-States,>50K
71,Self-emp-not-inc,163587,Some-college,8,Widowed,Exec-managerial,Husband,White,Male,0,184,36,United-States,>50K
31,Private,183337,Assoc-voc,3,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,35,United-States,<=50K
25,Private,333685,HS-grad,5,Never-married,Sales,Not-in-family,White,Male,0,0,37,United-States,<=50K
29,Private,162738,12th,8,Never-married,Adm-clerical,Husband,White,Male,9949,0,27,England,<=50K
56,Private,317812,10th,8,Separated,Adm-clerical,Unmarried,White,Male,0,4356,46,United-States,>50K
26,Self-emp-inc,64893,Assoc-acdm,12,Never-married,Prof-specialty,Not-in-family,White,Female,4,4350,34,United-States,<=50K
25,Private,226553,Some-college,9,Never-married,Handlers-cleaners,Own-child,White,Male,0,4335,16,United-States,<=50K
42,Self-emp-not-inc,109936,HS-grad,12,Married-civ-spouse,Farming-fishing,Husband,White,Male,63,0,50,United-States,>50K
48,Private,398206,Assoc-acdm,12,Married-civ-spouse,Adm-clerical,Not-in-family,White,Female,48,0,47,United-States,>50K
49,Private,149278,12th,7,Married-civ-spouse,Protective-serv,Wife,Asian-Pac-Islander,Female,1770,0,59,United-States,<=50K
47,Private,151184,11th,11,Married-civ-spouse,Other-service,Not-in-family,White,Male,0,0,40,United-States,<=50K
24,Private,331649,HS-grad,7,Married-civ-spouse,Handlers-cleaners,Unmarried,Asian-Pac-Islander,Female,0,0,38,United-States,<=50K
29,State-gov,190170,Masters,7,Married-civ-spouse,Exec-managerial,Not-in-family,White,Female,5213,0,48,United-States,<=50K
59,Federal-gov,291138,Some-college,14,Married-civ-spouse,Craft-repair,Unmarried,White,Female,0,0,48,United-States,<=50K
67,Private,99781,Some-college,10,Widowed,Handlers-cleaners,Not-in-family,White,Male,1446,4303,47,United-States,<=50K
67,Local-gov,233736,Bachelors,11,Married-civ-spouse,Craft-repair,Husband,White,Male,79614,2931,58,United-States,<=50K
52,Private,108159,HS-grad,7,Married-civ-spouse,Adm-clerical,Husband,White,Female,0,113,38,United-States,<=50K
34,Private,105125,HS-grad,12,Never-married,Handlers-cleaners,Husband,Asian-Pac-Islander,Male,0,3014,52,United-States,<=50K
19,Private,394692,1st-4th,9,Divorced,Other-service,Own-child,White,Female,46,0,14,United-States,<=50K
35,Private,141842,11th,11,Never-married,Exec-managerial,Husband,White,Male,1647,4354,37,United-States,>50K
35,Self-emp-not-inc,170940,Some-college,10,Divorced,Tech-support,Not-in-family,White,Male,0,4356,40,United-States,<=50K
37,Private,300184,Some-college,10,Divorced,Other-service,Not-in-family,White,Male,0,0,44,United-States,<=50K
75,Federal-gov,120229,Bachelors,10,Married-civ-spouse,Other-service,Husband,White,Male,0,0,37,United-States,<=50K
35,Self-emp-not-inc,414583,Some-college,8,Divorced,Farming-fishing,Husband,White,Male,129,0,62,United-States,<=50K
29,Private,160021,HS-grad,9,Divorced,Handlers-cleaners,Not-in-family,White,Male,0,4197,39,United-States,<=50K
31,Private,137377,HS-grad,14,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,2,35,United-States,>50K
18,Private,155225,HS-grad,11,Never-married,Other-service,Husband,White,Male,8628,4355,35,United-States,<=50K
31,State-gov,269017,Some-college,9,Married-civ-spouse,Farming-fishing,Own-child,White,Male,21712,0,37,United-States,<=50K
30,Private,111217,HS-grad,12,Married-civ-spouse,Handlers-cleaners,Unmarried,White,Male,0,0,59,United-States,>50K
64,Private,58484,Prof-school,14,Married-civ-spouse,Sales,Husband,White,Male,0,0,57,United-States,>50K
36,Private,370675,11th,9,Married-civ-spouse,Transport-moving,Husband,Asian-Pac-Islander,Female,0,0,24,United-States,<=50K
34,Local-gov,232411,HS-grad,13,Never-married,Craft-repair,Husband,White,Female,19,0,56,United-States,>50K
31,State-gov,358001,HS-grad,8,Never-married,Sales,Husband,White,Male,0,0,23,United-States,<=50K
42,Private,164721,Some-college,12,Divorced,Prof-specialty,Husband,White,Female,218,0,28,United-States,<=50K
25,Private,141526,Bachelors,12,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,4356,41,United-States,<=50K
39,Private,133269,HS-grad,10,Married-civ-spouse,Craft-repair,Husband,White,Female,0,0,26,United-States,<=50K
37,Private,144040,HS-grad,11,Separated,Sales,Not-in-family,White,Male,10645,0,40,United-States,<=50K
35,Private,259041,Bachelors,16,Married-civ-spouse,Adm-clerical,Not-in-family,White,Male,0,0,30,United-States,<=50K
25,Self-emp-inc,441065,Some-college,10,Divorced,Prof-specialty,Husband,White,Male,13,0,40,United-States,<=50K
29,Private,392161,Bachelors,7,Never-married,Prof-specialty,Husband,White,Male,1409,0,50,India,<=50K
60,Private,238885,Prof-school,4,Married-civ-spouse,Sales,Not-in-family,White,Male,0,0,39,United-States,<=50K
30,Private,246653,10th,9,Married-civ-spouse,Craft-repair,Other-relative,White,Female,19400,0,68,United-States,<=50K
17,Private,135119,10th,12,Never-married,Other-service,Own-child,White,Male,0,0,50,United-States,>50K
44,Private,252075,Bachelors,12,Never-married,Craft-repair,Not-in-family,White,Male,0,4354,47,United-States,<=50K
41,Private,244756,Assoc-voc,9,Married-civ-spouse,Exec-managerial,Not-in-family,White,Female,0,0,33,United-States,<=50K
39,Private,163211,Some-college,9,Never-married,Adm-clerical,Husband,White,Female,4,0,34,United-States,<=50K
40,Private,152399,HS-grad,14,Divorced,Exec-managerial,Husband,White,Male,298,4356,37,United-States,>50K
38,State-gov,51901,Assoc-voc,12,Divorced,Other-service,Not-in-family,White,Female,0,0,43,United-States,<=50K
27,Private,95176,Bachelors,13,Divorced,Transport-moving,Own-child,White,Female,0,0,33,United-States,<=50K
43,Private,36514,Assoc-voc,13,Married-civ-spouse,Prof-specialty,Own-child,White,Male,0,0,34,United-States,<=50K
29,Private,355698,11th,8,Never-married,Prof-specialty,Husband,White,Male,461,1533,36,United-States,<=50K
38,State-gov,114482,Assoc-acdm,8,Divorced,Prof-specialty,Not-in-family,White,Female,0,0,30,United-States,<=50K
65,Local-gov,106827,HS-grad,15,Married-civ-spouse,Machine-op-inspct,Not-in-family,White,Male,20725,0,53,United-States,>50K
31,Private,171929,1st-4th,6,Never-married,Machine-op-inspct,Husband,Asian-Pac-Islander,Male,0,2198,31,United-States,<=50K
47,Local-gov,137308,Some-college,10,Married-spouse-absent,Sales,Wife,White,Male,0,0,48,United-States,<=50K
60,Private,178289,HS-grad,11,Separated,Craft-repair,Husband,White,Male,21501,1862,47,United-States,<=50K
24,Local-gov,197973,HS-grad,9,Never-married,Exec-managerial,Husband,White,Male,0,2361,36,United-States,<=50K
21,Local-gov,147847,HS-grad,12,Never-married,Adm-clerical,Own-child,White,Male,0,9,27,United-States,<=50K
25,Private,125421,HS-grad,10,Married-civ-spouse,Adm-clerical,Not-in-family,White,Male,0,0,28,United-States,<=50K
37,Federal-gov,122690,HS-grad,6,Never-married,Sales,Not-in-family,White,Female,35902,0,45,United-States,<=50K
58,Private,163249,Bachelors,13,Married-civ-spouse,Craft-repair,Husband,White,Male,12420,0,65,United-States,<=50K
46,State-gov,17552,HS-grad,13,Never-married,Craft-repair,Husband,White,Male,0,0,52,Guatemala,<=50K
45,Private,310088,HS-grad,7,Widowed,Craft-repair,Husband,Black,Male,0,0,41,United-States,<=50K
20,Private,246257,Assoc-voc,8,Never-married,Adm-clerical,Not-in-family,White,Male,0,0,44,United-States,<=50K
56,Private,87697,HS-grad,15,Separated,Other-service,Wife,White,Male,16824,4356,52,United-States,<=50K
30,Private,308888,HS-grad,15,Never-married,Machine-op-inspct,Other-relative,White,Female,4429,4356,33,United-States,>50K
59,Private,34947,HS-grad,12,Never-married,Other-service,Not-in-family,White,Male,40977,0,28,United-States,>50K
24,Private,266925,Some-college,11,Never-married,Craft-repair,Husband,Amer-Indian-Eskimo,Female,0,0,47,China,<=50K
51,Private,131288,Masters,15,Widowed,Adm-clerical,Other-relative,Black,Male,0,4356,52,Vietnam,>50K
29,Local-gov,246607,HS-grad,11,Divorced,Sales,Unmarried,White,Female,408,0,43,United-States,<=50K
43,Private,221308,HS-grad,13,Married-civ-spouse,Other-service,Other-relative,White,Female,0,0,52,United-States,>50K
68,Federal-gov,47897,Some-college,10,Never-married,Transport-moving,Husband,White,Male,642,0,39,United-States,>50K
36,Private,29080,7th-8th,9,Divorced,Other-service,Own-child,White,Female,0,0,36,United-States,<=50K
57,Private,318240,Masters,11,Separated,Sales,Husband,White,Male,72,299,35,United-States,<=50K
44,Self-emp-not-inc,15148,HS-grad,10,Never-married,Other-service,Husband,Asian-Pac-Islander,Male,0,0,26,United-States,<=50K
31,Self-emp-not-inc,143027,11th,13,Divorced,Craft-repair,Not-in-family,White,Male,0,4356,39,United-States,<=50K
66,Private,119287,HS-grad,5,Separated,Sales,Husband,White,Male,14,4,49,United-States,>50K
23,Private,244291,Masters,4,Married-civ-spouse,Craft-repair,Not-in-family,White,Male,5338,0,25,United-States,<=50K
35,Self-emp-not-inc,214982,Assoc-acdm,11,Married-civ-spouse,Transport-moving,Own-child,White,Male,102,0,59,United-States,>50K
25,Private,197793,Bachelors,8,Never-married,Farming-fishing,Own-child,White,Male,0,0,41,United-States,<=50K
34,Private,50380,12th,12,Married-civ-spouse,Other-service,Unmarried,White,Male,0,0,39,United-States,<=50K
45,Private,95390,Some-college,14,Married-civ-spouse,Adm-clerical,Husband,White,Female,122,0,31,United-States,>50K
38,Private,86016,7th-8th,7,Married-civ-spouse,Sales,Wife,White,Male,0,0,46,United-States,<=50K
31,Private,181430,12th,11,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,40,United-States,<=50K
47,Self-emp-not-inc,294638,HS-grad,9,Separated,Sales,Not-in-family,White,Male,300,0,28,United-States,<=50K
43,Private,213609,Bachelors,8,Never-married,Prof-specialty,Own-child,White,Female,19187,0,32,United-States,>50K
63,State-gov,142840,Some-college,8,Married-civ-spouse,Craft-repair,Husband,White,Female,0,540,33,United-States,>50K
39,Local-gov,64850,HS-grad,10,Married-spouse-absent,Exec-managerial,Husband,White,Female,143,0,43,United-States,<=50K
60,Private,114073,Some-college,8,Married-civ-spouse,Other-service,Wife,White,Male,68446,0,25,United-States,>50K
29,Federal-gov,157717,HS-grad,16,Never-married,Prof-specialty,Own-child,White,Female,12590,0,35,United-States,>50K
53,State-gov,135317,HS-grad,9,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,37,United-States,<=50K
35,Private,184626,Some-college,9,Divorced,Exec-managerial,Husband,Black,Male,0,0,27,United-States,<=50K
66,Private,239695,Some-college,6,Separated,Craft-repair,Husband,White,Male,1,0,41,United-States,>50K
27,Private,327139,Some-college,12,Never-married,Machine-op-inspct,Not-in-family,White,Male,216,0,43,United-States,<=50K
21,Private,75218,Some-college,7,Never-married,Sales,Own-child,White,Female,1,0,42,United-States,<=50K
28,Self-emp-inc,93375,Some-college,8,Married-civ-spouse,Handlers-cleaners,Wife,White,Female,0,0,52,United-States,<=50K
58,Private,226946,Some-college,8,Married-civ-spouse,Other-service,Not-in-family,White,Female,0,0,27,United-States,<=50K
26,Local-gov,119631,10th,13,Married-civ-spouse,Transport-moving,Not-in-family,White,Male,0,0,31,United-States,<=50K
48,Private,170152,Some-college,11,Separated,Other-service,Husband,White,Female,0,2597,37,United-States,<=50K
46,Self-emp-not-inc,189683,Assoc-voc,10,Married-civ-spouse,Craft-repair,Husband,White,Female,67916,5,40,United-States,>50K
85,Self-emp-inc,280300,11th,16,Separated,Adm-clerical,Husband,White,Male,5590,1,38,United-States,>50K
35,Private,61784,Some-college,16,Married-civ-spouse,Exec-managerial,Own-child,White,Female,0,0,44,United-States,<=50K
42,Private,14878,Assoc-voc,8,Married-civ-spouse,Machine-op-inspct,Unmarried,White,Male,0,0,33,United-States,<=50K
22,State-gov,114397,5th-6th,11,Never-married,Transport-moving,Not-in-family,White,Female,0,0,30,United-States,<=50K
37,Federal-gov,61224,HS-grad,6,Married-civ-spouse,Exec-managerial,Husband,White,Female,1,0,32,United-States,<=50K
30,Private,159654,11th,9,Never-married,Sales,Not-in-family,White,Male,1,0,70,United-States,>50K
51,Private,20643,Bachelors,9,Married-civ-spouse,Adm-clerical,Unmarried,White,Male,0,4354,52,United-States,<=50K
